Step;Value
4000;nan
12000;91.30000305175781
20000;139.60000610351562
24000;115.9000015258789
32000;96.4000015258789
40000;112.0999984741211
44000;110.0
48000;100.30000305175781
52000;89.5999984741211
56000;96.0999984741211
60000;94.0999984741211
64000;87.0
68000;86.5
72000;91.0999984741211
76000;86.30000305175781
80000;84.9000015258789
84000;82.0999984741211
88000;83.5999984741211
96000;82.30000305175781
100000;77.19999694824219
108000;78.9000015258789
120000;67.69999694824219
124000;66.9000015258789
128000;67.0999984741211
132000;62.70000076293945
136000;63.0
144000;55.099998474121094
156000;46.5
160000;47.099998474121094
168000;40.0
172000;47.29999923706055
176000;49.0
180000;51.79999923706055
184000;51.20000076293945
188000;48.70000076293945
196000;50.099998474121094
200000;51.70000076293945
212000;53.400001525878906
216000;57.900001525878906
220000;64.0999984741211
224000;60.5
228000;62.900001525878906
240000;57.900001525878906
244000;54.79999923706055
248000;62.599998474121094
252000;61.79999923706055
256000;65.5
260000;65.80000305175781
264000;62.20000076293945
268000;59.099998474121094
272000;57.79999923706055
276000;57.29999923706055
284000;52.400001525878906
288000;54.900001525878906
292000;64.80000305175781
296000;64.5
304000;72.30000305175781
308000;64.0
312000;62.29999923706055
316000;58.79999923706055
324000;67.30000305175781
328000;70.30000305175781
336000;71.0999984741211
340000;71.4000015258789
344000;73.5999984741211
348000;80.0999984741211
352000;78.0999984741211
356000;79.9000015258789
364000;81.69999694824219
368000;84.80000305175781
372000;80.80000305175781
376000;81.0999984741211
384000;82.5999984741211
396000;71.80000305175781
400000;72.9000015258789
404000;72.4000015258789
408000;70.30000305175781
416000;66.69999694824219
420000;66.4000015258789
424000;73.0
436000;70.69999694824219
440000;70.4000015258789
452000;69.5999984741211
464000;66.0999984741211
468000;71.80000305175781
472000;65.5999984741211
476000;60.599998474121094
480000;59.79999923706055
484000;61.0
492000;64.80000305175781
496000;70.30000305175781
500000;71.0
504000;75.19999694824219
508000;70.9000015258789
516000;78.5999984741211
520000;74.4000015258789
532000;66.0999984741211
544000;61.5
