Step;Value
5229;-85.80000305175781
18388;-28.200000762939453
24819;14.199999809265137
39726;65.69999694824219
41563;66.0
43816;53.900001525878906
50948;40.5
53614;38.79999923706055
68029;43.79999923706055
70282;38.599998474121094
86915;31.399999618530273
94647;39.29999923706055
97688;44.5
98602;43.5
106168;53.79999923706055
116449;27.0
128875;13.600000381469727
137489;12.199999809265137
141244;6.099999904632568
143646;4.300000190734863
152475;4.599999904632568
153299;7.0
164731;12.699999809265137
168687;19.0
171906;27.899999618530273
172759;30.600000381469727
176525;22.700000762939453
186171;29.600000381469727
193884;18.700000762939453
194635;16.299999237060547
199152;22.399999618530273
209650;23.200000762939453
215207;29.299999237060547
221111;29.600000381469727
234407;23.100000381469727
239950;27.700000762939453
244418;29.200000762939453
250610;26.700000762939453
254461;31.0
257264;30.0
274075;7.800000190734863
278169;-4.099999904632568
278920;-4.699999809265137
283344;-8.199999809265137
288627;5.400000095367432
290197;1.7000000476837158
296658;-1.2000000476837158
298917;5.099999904632568
307510;-2.9000000953674316
317174;20.899999618530273
323775;19.0
337457;17.399999618530273
340461;11.699999809265137
348149;3.0999999046325684
393929;8.800000190734863
395057;12.399999618530273
402941;17.0
410104;2.200000047683716
411606;3.0
412357;0.6000000238418579
414610;-1.399999976158142
419168;-3.4000000953674316
426885;-0.10000000149011612
429241;1.399999976158142
429992;1.2000000476837158
438981;11.899999618530273
456407;16.600000381469727
458149;16.200000762939453
477863;22.799999237060547
480499;31.5
482752;26.299999237060547
489880;22.0
494532;17.600000381469727
497239;20.899999618530273
499492;17.899999618530273
505082;19.0
509642;27.0
519131;32.599998474121094
523675;28.799999237060547
529186;28.600000381469727
532465;24.799999237060547
538387;29.0
540507;24.799999237060547
543326;23.799999237060547
545333;25.399999618530273
546084;27.600000381469727
551080;21.799999237060547
551831;20.899999618530273
558778;8.199999809265137
570048;-4.400000095367432
574399;-1.399999976158142
575901;-3.9000000953674316
585173;-14.0
590686;-16.799999237060547
591437;-16.200000762939453
592939;-21.700000762939453
595548;-19.0
597050;-19.899999618530273
606701;-24.899999618530273
608954;-25.5
613328;-26.899999618530273
616307;-22.399999618530273
620904;-19.200000762939453
624247;-25.399999618530273
624998;-25.600000381469727
628002;-31.600000381469727
632068;-40.099998474121094
647931;-32.29999923706055
655548;-19.0
660544;-13.300000190734863
663871;-11.199999809265137
665267;-9.5
671818;5.199999809265137
680570;18.0
685808;26.899999618530273
689398;26.200000762939453
693109;29.399999618530273
694603;31.799999237060547
698675;37.29999923706055
706536;33.099998474121094
709732;29.799999237060547
710483;28.200000762939453
711475;29.700000762939453
713039;26.799999237060547
713790;25.0
718701;24.700000762939453
722013;31.899999618530273
722902;35.400001525878906
724404;33.900001525878906
728292;33.0
729558;34.599998474121094
730463;34.900001525878906
733812;43.20000076293945
739117;49.599998474121094
742990;50.599998474121094
743741;46.70000076293945
744695;49.29999923706055
765281;26.299999237060547
768580;25.5
770082;22.299999237060547
774531;14.100000381469727
797967;11.399999618530273
801907;11.199999809265137
803672;12.0
808992;15.399999618530273
816103;16.100000381469727
821633;9.0
824919;8.100000381469727
831305;6.800000190734863
832807;5.800000190734863
838097;6.900000095367432
839867;5.5
842810;9.699999809265137
845821;14.899999618530273
853509;19.600000381469727
854260;17.700000762939453
857476;20.700000762939453
863703;24.100000381469727
866632;27.299999237060547
877150;31.799999237060547
880866;36.900001525878906
883575;37.400001525878906
884326;34.70000076293945
892686;37.0
893437;37.400001525878906
897113;35.400001525878906
898615;35.79999923706055
899366;34.20000076293945
903430;34.900001525878906
905892;33.70000076293945
906643;33.29999923706055
913430;34.400001525878906
916815;32.20000076293945
918317;31.100000381469727
920570;30.0
927329;25.0
930025;26.5
936033;21.200000762939453
945710;14.0
950967;8.699999809265137
960730;-3.9000000953674316
965236;-6.099999904632568
967489;-7.800000190734863
969511;-8.300000190734863
972515;-10.399999618530273
975519;-11.100000381469727
977021;-11.100000381469727
980776;-10.199999809265137
981527;-10.0
988286;-12.0
992792;-12.899999618530273
995796;-12.899999618530273
996547;-12.699999809265137
1004057;-10.899999618530273
1007812;-11.0
1018326;-9.0
1034848;-6.599999904632568
1035599;-6.400000095367432
1038603;-4.599999904632568
1039354;-3.4000000953674316
1040105;-3.200000047683716
1053623;-1.899999976158142
1062635;-1.100000023841858
1063386;-1.100000023841858
1067892;-1.2000000476837158
1069394;-1.2000000476837158
1074436;1.2000000476837158
1093962;1.2000000476837158
1095464;1.2000000476837158
1102974;1.2000000476837158
1111235;1.399999976158142
1113488;1.600000023841858
1115741;1.600000023841858
1130761;1.7999999523162842
1135267;1.399999976158142
1140524;1.2000000476837158
1145419;2.4000000953674316
1153452;2.0999999046325684
1157351;3.5
1158102;3.4000000953674316
1160355;3.299999952316284
1166789;3.299999952316284
1169369;3.5
1172134;3.700000047683716
1175078;5.300000190734863
1176225;6.800000190734863
1194147;11.800000190734863
1208295;19.899999618530273
1220713;21.700000762939453
1222966;21.700000762939453
1223717;21.799999237060547
1225219;21.700000762939453
1225970;21.700000762939453
1246454;26.799999237060547
1250858;28.600000381469727
1254174;30.600000381469727
1257515;31.100000381469727
1259017;30.799999237060547
1262021;30.5
1265025;28.600000381469727
1268554;28.200000762939453
1287923;17.399999618530273
1288674;17.399999618530273
1297131;14.5
1303522;15.5
1304273;15.600000381469727
1306526;15.800000190734863
1308028;16.0
1316677;17.600000381469727
1322875;15.0
1335096;12.0
1335847;12.0
1338100;11.699999809265137
1357807;14.199999809265137
1358612;14.800000190734863
1361225;16.700000762939453
1366482;16.799999237060547
1372815;16.200000762939453
1373907;16.600000381469727
1381213;20.899999618530273
1384878;20.0
1386380;19.799999237060547
1389384;19.5
1396143;17.700000762939453
1401429;15.199999809265137
1402180;15.199999809265137
1406725;14.399999618530273
1413658;13.600000381469727
1421410;14.5
1422161;14.5
1425836;13.399999618530273
1430507;17.0
1433296;16.600000381469727
1435331;21.299999237060547
1437584;21.200000762939453
1439837;21.100000381469727
1442841;17.399999618530273
1450635;19.200000762939453
1457283;20.100000381469727
1460648;18.100000381469727
1462930;20.5
1470104;23.399999618530273
1479429;28.100000381469727
1482509;31.200000762939453
1483260;31.200000762939453
1484011;31.200000762939453
1485964;32.599998474121094
1488217;30.799999237060547
1495313;42.79999923706055
1504291;47.900001525878906
1512796;51.0
1516060;53.400001525878906
1518163;55.400001525878906
1520777;53.5
1525771;46.70000076293945
1528908;48.70000076293945
1529659;48.29999923706055
1530897;48.599998474121094
1537894;53.900001525878906
1549710;57.20000076293945
1558030;64.5999984741211
1564687;68.9000015258789
1570558;66.5
1571957;68.4000015258789
1581547;79.80000305175781
1589283;87.4000015258789
1599837;84.19999694824219
1608685;83.9000015258789
1612641;85.30000305175781
1623134;96.0999984741211
1624445;98.19999694824219
1627655;102.9000015258789
1632271;106.5
1636134;111.5999984741211
1647857;125.4000015258789
1650406;127.80000305175781
1655938;128.3000030517578
1656970;129.5
1657876;128.8000030517578
1688824;152.8000030517578
1694956;161.60000610351562
1701514;167.0
1707334;171.89999389648438
1710572;170.39999389648438
1712138;169.5
1714100;168.10000610351562
1719485;168.1999969482422
1722791;173.0
1724517;174.60000610351562
1727864;172.3000030517578
1731151;173.39999389648438
1741669;171.3000030517578
1743373;173.6999969482422
1753433;182.39999389648438
