Step;Value
4000;nan
12000;96.4000015258789
20000;70.80000305175781
24000;66.80000305175781
32000;80.9000015258789
40000;93.9000015258789
44000;105.0999984741211
48000;98.19999694824219
52000;107.0
56000;97.4000015258789
60000;94.5
64000;86.9000015258789
68000;81.0999984741211
72000;79.69999694824219
76000;74.5
80000;71.5
84000;71.4000015258789
88000;73.19999694824219
92000;70.80000305175781
96000;68.5999984741211
100000;71.69999694824219
108000;73.0999984741211
120000;66.4000015258789
124000;61.79999923706055
128000;53.5
132000;51.70000076293945
136000;53.900001525878906
144000;52.70000076293945
156000;61.20000076293945
160000;61.599998474121094
168000;63.0
172000;61.0
176000;57.29999923706055
180000;55.20000076293945
184000;56.5
188000;57.599998474121094
196000;53.599998474121094
200000;56.70000076293945
212000;56.0
216000;59.599998474121094
220000;62.599998474121094
224000;59.900001525878906
228000;59.900001525878906
240000;65.9000015258789
244000;63.400001525878906
248000;62.5
252000;64.69999694824219
256000;65.19999694824219
260000;65.19999694824219
264000;65.19999694824219
268000;65.4000015258789
272000;64.19999694824219
276000;66.19999694824219
284000;72.80000305175781
288000;70.9000015258789
292000;78.0
296000;78.0
304000;77.0999984741211
308000;76.5
312000;68.5
316000;65.80000305175781
324000;64.9000015258789
328000;66.19999694824219
336000;69.0
340000;67.4000015258789
344000;66.69999694824219
348000;71.80000305175781
352000;79.4000015258789
356000;81.19999694824219
364000;83.19999694824219
368000;86.5999984741211
372000;77.0999984741211
376000;73.5999984741211
384000;74.19999694824219
388000;79.0
396000;75.4000015258789
400000;75.5
404000;79.4000015258789
408000;75.9000015258789
412000;77.19999694824219
416000;73.0
420000;73.4000015258789
424000;72.80000305175781
436000;68.4000015258789
440000;75.0
452000;76.0
460000;73.0
464000;72.4000015258789
468000;82.19999694824219
472000;82.69999694824219
476000;82.30000305175781
480000;80.80000305175781
484000;82.0999984741211
492000;81.30000305175781
496000;83.9000015258789
500000;84.19999694824219
504000;85.0999984741211
508000;86.9000015258789
516000;84.30000305175781
520000;86.0999984741211
532000;93.80000305175781
536000;91.5999984741211
544000;83.19999694824219
548000;82.0
556000;83.9000015258789
564000;74.69999694824219
568000;78.80000305175781
572000;81.69999694824219
576000;80.19999694824219
580000;83.4000015258789
584000;78.80000305175781
592000;87.0
596000;83.80000305175781
600000;86.0
604000;92.0
612000;87.69999694824219
616000;87.9000015258789
620000;89.19999694824219
628000;75.4000015258789
632000;77.5999984741211
636000;74.4000015258789
644000;82.30000305175781
648000;84.5
656000;88.5
660000;84.30000305175781
668000;89.5999984741211
672000;83.0
676000;85.80000305175781
684000;81.0
688000;79.0
692000;76.80000305175781
700000;73.80000305175781
704000;67.80000305175781
708000;69.0999984741211
712000;75.30000305175781
720000;79.19999694824219
724000;80.80000305175781
728000;82.30000305175781
732000;80.5
736000;77.5999984741211
740000;79.0999984741211
744000;79.0999984741211
748000;76.4000015258789
752000;73.9000015258789
760000;79.5999984741211
764000;83.4000015258789
776000;84.4000015258789
792000;92.19999694824219
796000;91.0
804000;95.0999984741211
808000;101.4000015258789
