Step;Value
4706;18.5
16164;56.20000076293945
21282;56.70000076293945
34896;72.4000015258789
36398;69.0
40181;69.9000015258789
47020;70.19999694824219
49273;66.5
60882;62.0
63135;59.599998474121094
79165;50.70000076293945
85173;47.099998474121094
88340;49.79999923706055
89091;48.29999923706055
95495;47.900001525878906
106470;46.900001525878906
119088;39.099998474121094
127349;33.099998474121094
131488;31.399999618530273
134057;31.799999237060547
141624;32.099998474121094
150137;26.200000762939453
154383;26.700000762939453
155885;26.700000762939453
156636;26.700000762939453
159640;26.700000762939453
165648;25.399999618530273
172122;29.100000381469727
172873;29.100000381469727
176628;22.700000762939453
184889;18.899999618530273
189395;15.699999809265137
193392;14.899999618530273
205430;16.100000381469727
211463;18.100000381469727
216316;18.600000381469727
221573;16.100000381469727
224577;16.100000381469727
226079;16.100000381469727
240348;14.800000190734863
244103;14.800000190734863
248609;8.399999618530273
252364;8.399999618530273
254334;9.899999618530273
260342;9.899999618530273
262279;11.199999809265137
270540;11.199999809265137
277299;6.800000190734863
283307;6.300000190734863
296094;7.400000095367432
300398;10.100000381469727
308379;14.399999618530273
346309;39.5
347060;39.5
359827;39.5
361329;39.5
362080;39.5
364333;39.5
369167;40.29999923706055
376224;40.79999923706055
378710;38.400001525878906
379461;38.400001525878906
387202;37.29999923706055
402942;41.79999923706055
405238;45.29999923706055
422001;43.20000076293945
423503;39.70000076293945
425756;37.400001525878906
432030;41.099998474121094
436881;42.29999923706055
438882;43.599998474121094
441325;45.5
445831;45.5
449586;45.5
457262;45.79999923706055
461828;46.400001525878906
466334;46.400001525878906
469338;44.70000076293945
473844;44.70000076293945
476129;44.400001525878906
478382;38.599998474121094
479884;37.099998474121094
480635;37.099998474121094
484390;29.100000381469727
485141;27.899999618530273
491900;23.100000381469727
502073;16.5
505828;12.800000190734863
507330;12.800000190734863
518486;15.100000381469727
523992;16.700000762939453
524743;16.700000762939453
526245;16.700000762939453
528569;18.899999618530273
530716;19.399999618530273
540245;20.600000381469727
542498;18.299999237060547
545502;18.299999237060547
548203;19.600000381469727
550456;19.600000381469727
553460;19.600000381469727
554211;19.600000381469727
557365;17.399999618530273
561804;17.899999618530273
575737;17.899999618530273
581860;19.399999618530273
584864;19.399999618530273
587868;19.399999618530273
588619;19.399999618530273
594444;18.700000762939453
602860;17.899999618530273
605864;17.899999618530273
608868;15.600000381469727
612623;15.100000381469727
615627;11.899999618530273
622386;11.899999618530273
625390;11.899999618530273
626141;10.600000381469727
626892;10.600000381469727
628394;10.600000381469727
629145;10.600000381469727
633651;9.199999809265137
636965;10.5
637716;10.0
639645;11.300000190734863
643400;11.300000190734863
644151;11.300000190734863
644902;11.300000190734863
648103;12.800000190734863
651107;12.800000190734863
656058;14.5
656809;14.5
657560;14.5
675873;20.600000381469727
679019;21.100000381469727
680521;21.100000381469727
684276;21.100000381469727
705725;26.299999237060547
709480;26.299999237060547
710982;26.299999237060547
715488;26.299999237060547
721496;23.799999237060547
726002;21.799999237060547
729401;23.100000381469727
734658;21.299999237060547
736160;21.299999237060547
740666;13.199999809265137
742168;13.199999809265137
752986;11.5
753737;11.5
755990;9.300000190734863
761247;7.0
764296;6.400000095367432
771563;5.199999809265137
774567;5.199999809265137
776820;5.199999809265137
777571;5.199999809265137
784330;5.199999809265137
785081;5.199999809265137
788085;5.199999809265137
789587;5.199999809265137
790338;5.199999809265137
794093;5.199999809265137
797097;5.199999809265137
803105;5.199999809265137
806511;5.199999809265137
808013;5.199999809265137
810266;5.199999809265137
817025;5.199999809265137
819278;5.199999809265137
826397;9.699999809265137
835409;9.199999809265137
841693;9.600000381469727
851456;8.300000190734863
855962;8.300000190734863
858215;8.300000190734863
859717;8.300000190734863
863436;10.800000190734863
866440;10.800000190734863
867942;10.800000190734863
871697;10.800000190734863
872448;10.800000190734863
879207;10.800000190734863
883713;9.600000381469727
886717;9.600000381469727
887468;9.600000381469727
894978;9.600000381469727
898733;9.600000381469727
910301;7.599999904632568
927467;8.199999809265137
928218;8.199999809265137
931222;8.199999809265137
931973;8.199999809265137
932724;8.199999809265137
946242;5.599999904632568
955254;5.599999904632568
956005;5.599999904632568
961157;11.399999618530273
962659;11.399999618530273
967748;13.899999618530273
988647;17.5
990149;17.5
997659;15.699999809265137
1005920;14.5
1008877;18.0
1012527;22.299999237060547
1028808;25.200000762939453
1033437;27.399999618530273
1039196;28.700000762939453
1044871;27.700000762939453
1053683;33.900001525878906
1057438;33.900001525878906
1058189;33.900001525878906
1060442;33.900001525878906
1067434;31.0
1069687;31.0
1072357;32.20000076293945
1074694;34.5
1075445;34.5
1089678;39.29999923706055
1102661;46.099998474121094
1115250;50.20000076293945
1117503;48.0
1118254;48.0
1119792;46.70000076293945
1120555;49.0
1138860;50.099998474121094
1142615;50.099998474121094
1145334;51.400001525878906
1148338;48.099998474121094
1149840;48.099998474121094
1152844;48.099998474121094
1155859;46.79999923706055
1158877;46.5
1178056;63.599998474121094
1178818;64.5999984741211
1187211;81.69999694824219
1193330;98.5
1194093;100.69999694824219
1196368;107.5
1197896;109.69999694824219
1205509;124.5999984741211
1210843;137.8000030517578
1222283;165.8000030517578
1223046;168.10000610351562
1225333;174.8000030517578
1243630;213.10000610351562
1244393;215.3000030517578
1245917;219.8000030517578
1251253;222.8000030517578
1256591;225.0
1257354;225.0
1264523;226.3000030517578
1267573;226.3000030517578
1269098;226.3000030517578
1272155;226.3000030517578
1279019;226.3000030517578
1284362;226.3000030517578
1285125;226.3000030517578
1288935;226.3000030517578
1295036;226.3000030517578
1301896;226.3000030517578
1302658;226.3000030517578
1305706;226.3000030517578
1309516;226.3000030517578
1311803;226.3000030517578
1313327;226.3000030517578
1315602;226.3000030517578
1317888;226.3000030517578
1320937;226.3000030517578
1327042;226.3000030517578
1333139;226.3000030517578
1336187;226.3000030517578
1338473;226.3000030517578
1343809;225.0
1350670;225.0
1353720;225.0
1354491;225.0
1355253;225.0
1356779;225.0
1359070;225.0
1364406;225.0
1371973;225.5
1380247;226.0
1383295;226.0
1384819;226.0
1387106;226.0
1390916;226.0
1393202;226.0
1393964;226.0
1394726;226.0
1398538;226.0
1409221;226.0
1416107;226.0
1420698;226.0
1426059;226.0
1426821;226.0
1433684;226.0
1439041;226.0
1448194;225.5
1455074;225.0
1458134;225.0
1465886;225.0
1466648;225.0
1468959;225.0
1472811;225.0
1475979;225.0
1485921;225.0
1488218;225.0
1492780;225.0
1493542;225.0
1494304;225.0
1520784;228.39999389648438
1525405;228.39999389648438
1530775;228.39999389648438
1535351;228.39999389648438
1538401;228.39999389648438
1539926;228.39999389648438
1541452;228.39999389648438
1546041;228.39999389648438
1548333;228.39999389648438
1549861;228.39999389648438
1552149;228.39999389648438
1554450;228.39999389648438
1563620;228.39999389648438
1565146;228.39999389648438
1574309;226.39999389648438
1575071;226.39999389648438
1575833;226.39999389648438
1586506;225.0
1589569;225.0
1592618;225.0
1595666;225.0
1598726;225.0
1601791;225.0
1607920;225.0
1609450;225.0
1611740;225.0
1614039;225.0
1616332;225.0
1620156;225.0
1635219;226.1999969482422
1644370;226.1999969482422
1645121;226.1999969482422
1647407;226.1999969482422
1648170;226.1999969482422
1649702;226.1999969482422
1651232;226.1999969482422
1654270;226.1999969482422
1657328;226.1999969482422
1661145;226.1999969482422
1662671;226.1999969482422
1668014;226.1999969482422
1674116;226.1999969482422
1677180;226.1999969482422
1682518;226.1999969482422
1683280;226.1999969482422
